id,age,gender,country,city,job_title,job_industry,wealth_segment
1918,,,Australia,,Staff Accountant II,IT,Affluent Customer
1938,,,Australia,,Automation Specialist IV,IT,Mass Customer
1990,,,Australia,,Senior Financial Analyst,Financial Services,High Net Worth
2000,,,Australia,,Assistant Professor,IT,High Net Worth
2021,,,Australia,,Software Test Engineer I,IT,High Net Worth
2069,,,Australia,,Software Test Engineer IV,IT,Mass Customer
2165,,,Australia,,Civil Engineer,Manufacturing,Affluent Customer
2205,,,Australia,,Accounting Assistant III,IT,Mass Customer
2252,,,Australia,,Teacher,IT,High Net Worth
2295,,,Australia,,Internal Auditor,IT,Mass Customer
2335,,,Australia,,Account Executive,IT,Mass Customer
2341,,,Australia,,Web Designer II,IT,Mass Customer
2414,,,Australia,,Registered Nurse,Health,Mass Customer
2426,,,Australia,,,IT,Affluent Customer
2469,,,Australia,,Accounting Assistant II,IT,Mass Customer
2540,,,Australia,,Executive Secretary,IT,Mass Customer
2642,,,Australia,,VP Accounting,Financial Services,High Net Worth
2647,,,Australia,,Physical Therapy Assistant,IT,High Net Worth
2696,,,Australia,,Social Worker,Health,Mass Customer
2697,,,Australia,,Legal Assistant,IT,High Net Worth
2854,,,Australia,,Project Manager,IT,High Net Worth
2920,,,Australia,,Business Systems Development Analyst,IT,Mass Customer
2963,,,Australia,,Safety Technician II,IT,Affluent Customer
2999,,,Australia,,Business Systems Development Analyst,IT,Affluent Customer
3012,,,Australia,,Technical Writer,IT,Mass Customer
3086,,,Australia,,Biostatistician I,IT,High Net Worth
3151,,,Australia,,Senior Developer,IT,Affluent Customer
3222,,,Australia,,Senior Editor,IT,Affluent Customer
3223,,,Australia,,Database Administrator III,IT,Mass Customer
3255,,,Australia,,Engineer IV,IT,High Net Worth
3288,,,Australia,,Engineer III,IT,High Net Worth
3298,,,Australia,,VP Quality Control,IT,Affluent Customer
3312,,,Australia,,Administrative Officer,IT,High Net Worth
3322,,,Australia,,Financial Analyst,Financial Services,Affluent Customer
3343,,,Australia,,Recruiter,IT,Mass Customer
3365,,,Australia,,Engineer III,IT,Mass Customer
3473,,,Australia,,Analog Circuit Design manager,IT,Mass Customer
3510,,,Australia,,Safety Technician II,IT,Affluent Customer
3513,,,Australia,,Internal Auditor,IT,Affluent Customer
3565,,,Australia,,Structural Engineer,IT,High Net Worth
3654,,,Australia,,Electrical Engineer,Manufacturing,Mass Customer
3718,,,Australia,,Geologist IV,IT,Mass Customer
3727,,,Australia,,Assistant Professor,IT,Mass Customer
3779,,,Australia,,,IT,Affluent Customer
3883,,,Australia,,Legal Assistant,IT,Mass Customer
3931,,,Australia,,,IT,High Net Worth
3935,,,Australia,,,IT,High Net Worth
3998,,,Australia,,Assistant Manager,IT,High Net Worth
720,,1,Australia,,Recruiting Manager,Retail,Affluent Customer
1092,,0,Australia,,VP Quality Control,Retail,Mass Customer
3410,,0,Australia,,NA,Property,Mass Customer
658,,1,Australia,,Tax Accountant,Manufacturing,Affluent Customer
2413,,1,Australia,,Environmental Specialist,Manufacturing,High Net Worth
1,,0,Australia,,Executive Secretary,Health,Mass Customer
3,,1,Australia,,Recruiting Manager,Property,Mass Customer
11,,1,Australia,,NA,Property,Mass Customer
53,,0,Australia,,Software Test Engineer II,Financial Services,Mass Customer
187,,1,Australia,,Structural Engineer,n/a,Mass Customer
220,,0,Australia,,Electrical Engineer,Manufacturing,High Net Worth
255,,0,Australia,,Desktop Support Technician,IT,Mass Customer
366,,0,Australia,,Librarian,Entertainment,High Net Worth
425,,0,Australia,,Sales Representative,Retail,Mass Customer
467,,1,Australia,,Human Resources Assistant I,Property,Affluent Customer
560,,0,Australia,,Social Worker,Health,Affluent Customer
719,,1,Australia,,Administrative Officer,Retail,Mass Customer
846,,1,Australia,,Geologist I,Manufacturing,Affluent Customer
984,,1,Australia,,Programmer I,Manufacturing,Affluent Customer
1177,,0,Australia,,Food Chemist,Health,Affluent Customer
1243,,1,Australia,,Research Assistant II,Retail,Mass Customer
1565,,1,Australia,,Sales Representative,Retail,High Net Worth
1815,,0,Australia,,Software Test Engineer I,Agriculture,Mass Customer
1905,,0,Australia,,Help Desk Technician,Manufacturing,Affluent Customer
1915,,0,Australia,,Social Worker,Health,Mass Customer
1949,,0,Australia,,Legal Assistant,Manufacturing,Mass Customer
2019,,0,Australia,,VP Marketing,Entertainment,High Net Worth
2178,,0,Australia,,Mechanical Systems Engineer,Retail,Mass Customer
2208,,0,Australia,,NA,n/a,Mass Customer
2283,,1,Australia,,Software Consultant,n/a,High Net Worth
2482,,1,Australia,,Pharmacist,Health,Mass Customer
2486,,0,Australia,,Structural Engineer,Manufacturing,Mass Customer
2495,,0,Australia,,Assistant Professor,IT,Affluent Customer
2529,,1,Australia,,Quality Engineer,Manufacturing,High Net Worth
2599,,0,Australia,,VP Marketing,Manufacturing,Mass Customer
2610,,0,Australia,,Account Coordinator,IT,Mass Customer
2746,,0,Australia,,Actuary,Financial Services,High Net Worth
2813,,0,Australia,,Chemical Engineer,Manufacturing,Mass Customer
2959,,0,Australia,,Registered Nurse,Health,Mass Customer
3100,,0,Australia,,Recruiter,n/a,Mass Customer
3103,,0,Australia,,Safety Technician II,Retail,Mass Customer
3259,,1,Australia,,Quality Control Specialist,n/a,High Net Worth
3370,,1,Australia,,Data Coordiator,n/a,High Net Worth
3393,,0,Australia,,Technical Writer,Retail,Mass Customer
3455,,1,Australia,,Administrative Officer,n/a,Mass Customer
3471,,0,Australia,,Quality Engineer,IT,High Net Worth
3592,,1,Australia,,Junior Executive,n/a,Mass Customer
3625,,0,Australia,,VP Marketing,Manufacturing,High Net Worth
3648,,0,Australia,,Paralegal,Financial Services,Mass Customer
3806,,1,Australia,,NA,Property,Mass Customer
3911,,0,Australia,,Recruiting Manager,n/a,Mass Customer
13,,1,Australia,,Developer I,Financial Services,High Net Worth
91,,1,Australia,,Senior Financial Analyst,Financial Services,Affluent Customer
141,,1,Australia,,Teacher,Financial Services,High Net Worth
206,,0,Australia,,Statistician I,n/a,Mass Customer
230,,0,Australia,,Internal Auditor,Property,High Net Worth
236,,1,Australia,,Research Nurse,Health,Affluent Customer
269,,1,Australia,,Nurse Practicioner,Property,Mass Customer
371,,1,Australia,,Systems Administrator III,Financial Services,Mass Customer
393,,1,Australia,,Associate Professor,Manufacturing,Mass Customer
415,,0,Australia,,Senior Financial Analyst,Financial Services,Affluent Customer
512,,1,Australia,,VP Accounting,Financial Services,Mass Customer
534,,0,Australia,,Systems Administrator I,n/a,Mass Customer
554,,0,Australia,,Graphic Designer,Health,Mass Customer
597,,0,Australia,,Recruiter,Manufacturing,Mass Customer
674,,0,Australia,,Developer II,n/a,Mass Customer
686,,0,Australia,,GIS Technical Architect,Agriculture,High Net Worth
691,,1,Australia,,NA,Financial Services,Affluent Customer
794,,1,Australia,,Compensation Analyst,Financial Services,Affluent Customer
1012,,0,Australia,,Software Test Engineer III,n/a,High Net Worth
1015,,1,Australia,,Web Developer I,Health,Mass Customer
1143,,1,Australia,,Office Assistant IV,Health,Mass Customer
1352,,1,Australia,,Electrical Engineer,Manufacturing,High Net Worth
1541,,0,Australia,,Structural Engineer,Agriculture,Mass Customer
1610,,0,Australia,,Structural Engineer,n/a,High Net Worth
1667,,1,Australia,,Geological Engineer,Manufacturing,High Net Worth
1710,,0,Australia,,Health Coach IV,Health,High Net Worth
1739,,1,Australia,,Software Consultant,Entertainment,Mass Customer
1807,,0,Australia,,Help Desk Operator,n/a,High Net Worth
1836,,0,Australia,,Research Nurse,Health,Mass Customer
1878,,1,Australia,,Account Coordinator,Health,Affluent Customer
1978,,0,Australia,,Dental Hygienist,Health,Mass Customer
2050,,0,Australia,,Business Systems Development Analyst,n/a,Mass Customer
2114,,1,Australia,,Safety Technician III,Agriculture,High Net Worth
2361,,0,Australia,,Help Desk Operator,n/a,High Net Worth
2421,,0,Australia,,Research Nurse,Health,Affluent Customer
2506,,0,Australia,,NA,Health,Affluent Customer
2518,,0,Australia,,Recruiting Manager,n/a,Mass Customer
2573,,0,Australia,,Software Engineer I,n/a,Mass Customer
2677,,1,Australia,,NA,Financial Services,Mass Customer
2713,,1,Australia,,Statistician II,Retail,Affluent Customer
2758,,1,Australia,,NA,Manufacturing,Affluent Customer
2764,,0,Australia,,NA,Financial Services,Mass Customer
2772,,1,Australia,,Quality Engineer,Property,Affluent Customer
2815,,1,Australia,,NA,Health,Mass Customer
2950,,1,Australia,,Software Engineer I,Financial Services,Mass Customer
3004,,1,Australia,,Research Assistant II,Health,Mass Customer
3166,,1,Australia,,Social Worker,Health,Mass Customer
3372,,1,Australia,,NA,Telecommunications,High Net Worth
3380,,1,Australia,,Speech Pathologist,Manufacturing,High Net Worth
3507,,1,Australia,,Physical Therapy Assistant,Financial Services,Mass Customer
3540,,1,Australia,,NA,n/a,Mass Customer
3558,,1,Australia,,NA,n/a,High Net Worth
3597,,1,Australia,,Analog Circuit Design manager,Property,Affluent Customer
3603,,1,Australia,,Sales Representative,Retail,Mass Customer
3652,,1,Australia,,Nurse,Health,High Net Worth
3668,,0,Australia,,Desktop Support Technician,Property,Mass Customer
3709,,0,Australia,,GIS Technical Architect,Health,Mass Customer
3830,,1,Australia,,Sales Representative,Retail,High Net Worth
3926,,1,Australia,,Account Executive,Manufacturing,Mass Customer
3963,,0,Australia,,Software Test Engineer II,n/a,Mass Customer
38,,0,Australia,,Senior Cost Accountant,Financial Services,Affluent Customer
98,,0,Australia,,Safety Technician IV,Health,Mass Customer
113,,1,Australia,,Staff Scientist,n/a,Mass Customer
166,,1,Australia,,Structural Analysis Engineer,Manufacturing,Affluent Customer
275,,1,Australia,,VP Sales,Health,High Net Worth
277,,0,Australia,,VP Product Management,n/a,High Net Worth
360,,0,Australia,,Staff Scientist,Property,Mass Customer
380,,0,Australia,,Structural Engineer,Property,Mass Customer
431,,1,Australia,,Research Nurse,Health,Affluent Customer
471,,0,Australia,,GIS Technical Architect,Financial Services,Affluent Customer
486,,0,Australia,,Technical Writer,Manufacturing,Affluent Customer
577,,0,Australia,,NA,Property,Mass Customer
615,,0,Australia,,Human Resources Assistant I,Property,Mass Customer
701,,1,Australia,,Food Chemist,Health,Mass Customer
722,,1,Australia,,Marketing Manager,IT,Mass Customer
767,,1,Australia,,Budget/Accounting Analyst II,Manufacturing,High Net Worth
968,,1,Australia,,Accountant IV,IT,High Net Worth
1046,,0,Australia,,Budget/Accounting Analyst II,n/a,Affluent Customer
1077,,0,Australia,,NA,Telecommunications,Mass Customer
1201,,0,Australia,,NA,Manufacturing,Mass Customer
1306,,1,Australia,,Occupational Therapist,Health,Affluent Customer
1319,,1,Australia,,NA,Entertainment,Mass Customer
1421,,0,Australia,,Senior Editor,Property,Mass Customer
1452,,1,Australia,,Safety Technician III,Retail,Mass Customer
1553,,0,Australia,,Administrative Assistant IV,Retail,High Net Worth
1616,,1,Australia,,Media Manager II,Retail,High Net Worth
1662,,0,Australia,,Electrical Engineer,Manufacturing,High Net Worth
1675,,1,Australia,,Engineer I,Manufacturing,Affluent Customer
1702,,1,Australia,,Research Nurse,Health,Mass Customer
1745,,0,Australia,,Chief Design Engineer,Financial Services,Mass Customer
1800,,0,Australia,,Executive Secretary,Agriculture,High Net Worth
2052,,1,Australia,,NA,Retail,Mass Customer
2085,,0,Australia,,Pharmacist,Health,Mass Customer
2193,,1,Australia,,Developer III,n/a,Mass Customer
2226,,0,Australia,,Biostatistician II,Entertainment,Mass Customer
2228,,0,Australia,,Geological Engineer,Manufacturing,High Net Worth
2254,,0,Australia,,Programmer Analyst II,Health,Affluent Customer
2380,,0,Australia,,Technical Writer,Retail,Mass Customer
2408,,0,Australia,,VP Marketing,Health,Mass Customer
2485,,1,Australia,,Help Desk Technician,n/a,Mass Customer
2747,,0,Australia,,Software Test Engineer III,n/a,Affluent Customer
2818,,1,Australia,,Software Test Engineer I,n/a,Affluent Customer
2867,,1,Australia,,Sales Associate,n/a,High Net Worth
2908,,0,Australia,,Social Worker,Health,Affluent Customer
2913,,1,Australia,,VP Quality Control,IT,Affluent Customer
2972,,0,Australia,,NA,n/a,High Net Worth
3017,,1,Australia,,Operator,Financial Services,Affluent Customer
3129,,0,Australia,,Analog Circuit Design manager,Property,High Net Worth
3185,,1,Australia,,Senior Financial Analyst,Financial Services,Mass Customer
3291,,0,Australia,,Staff Accountant II,Manufacturing,Mass Customer
3330,,0,Australia,,NA,Health,Mass Customer
3568,,0,Australia,,Nurse,Retail,Affluent Customer
3599,,1,Australia,,Physical Therapy Assistant,n/a,High Net Worth
3748,,1,Australia,,Staff Scientist,n/a,Affluent Customer
3809,,0,Australia,,VP Quality Control,Manufacturing,Affluent Customer
3845,,0,Australia,,Legal Assistant,Manufacturing,Mass Customer
3846,,0,Australia,,Geologist III,Manufacturing,Mass Customer
3859,,1,Australia,,Software Consultant,Manufacturing,Mass Customer
3899,,1,Australia,,Research Associate,Health,Affluent Customer
55,,1,Australia,,Paralegal,Financial Services,Affluent Customer
102,,1,Australia,,Quality Control Specialist,Manufacturing,Affluent Customer
200,,1,Australia,,Physical Therapy Assistant,Property,Affluent Customer
298,,1,Australia,,Engineer I,Manufacturing,High Net Worth
299,,0,Australia,,Budget/Accounting Analyst I,Financial Services,Mass Customer
300,,1,Australia,,Clinical Specialist,Health,Mass Customer
423,,1,Australia,,Senior Quality Engineer,n/a,Mass Customer
538,,0,Australia,,Chemical Engineer,Manufacturing,Mass Customer
575,,1,Australia,,VP Accounting,Financial Services,High Net Worth
647,,1,Australia,,Assistant Manager,Retail,Mass Customer
728,,1,Australia,,VP Accounting,Financial Services,Mass Customer
816,,0,Australia,,Product Engineer,Manufacturing,Mass Customer
837,,1,Australia,,Internal Auditor,n/a,Mass Customer
1009,,0,Australia,,Research Associate,Manufacturing,High Net Worth
1037,,0,Australia,,Human Resources Assistant II,Financial Services,Mass Customer
1072,,1,Australia,,Senior Cost Accountant,Financial Services,High Net Worth
1131,,1,Australia,,VP Marketing,n/a,Mass Customer
1426,,0,Australia,,Financial Advisor,Financial Services,Mass Customer
1458,,1,Australia,,Account Representative IV,Telecommunications,Affluent Customer
1461,,1,Australia,,NA,Retail,Mass Customer
1546,,0,Australia,,Compensation Analyst,Financial Services,Mass Customer
1671,,0,Australia,,Account Executive,Property,Mass Customer
1748,,1,Australia,,Recruiter,Manufacturing,Mass Customer
1858,,0,Australia,,Senior Sales Associate,Manufacturing,High Net Worth
1987,,1,Australia,,Research Associate,Health,Affluent Customer
1988,,1,Australia,,Recruiting Manager,Property,Mass Customer
2068,,0,Australia,,Account Representative I,n/a,High Net Worth
2079,,0,Australia,,Account Executive,n/a,High Net Worth
2206,,1,Australia,,Structural Engineer,Financial Services,Affluent Customer
2214,,1,Australia,,NA,Manufacturing,High Net Worth
2282,,1,Australia,,Senior Financial Analyst,Financial Services,Affluent Customer
2304,,0,Australia,,NA,n/a,Mass Customer
2347,,0,Australia,,Programmer Analyst I,n/a,High Net Worth
2367,,1,Australia,,Electrical Engineer,Manufacturing,Mass Customer
2434,,1,Australia,,Environmental Specialist,n/a,Affluent Customer
2446,,1,Australia,,NA,Retail,Affluent Customer
2476,,1,Australia,,Administrative Officer,Property,High Net Worth
2663,,1,Australia,,Environmental Tech,Health,Mass Customer
2676,,1,Australia,,Product Engineer,Retail,Mass Customer
2734,,0,Australia,,NA,Manufacturing,High Net Worth
2774,,0,Australia,,NA,Manufacturing,Mass Customer
2857,,0,Australia,,Biostatistician I,Manufacturing,Mass Customer
3002,,1,Australia,,Paralegal,Financial Services,Mass Customer
3028,,0,Australia,,General Manager,Manufacturing,High Net Worth
3034,,0,Australia,,Web Designer IV,Manufacturing,Mass Customer
3248,,1,Australia,,Programmer Analyst II,n/a,Affluent Customer
3270,,1,Australia,,Administrative Officer,Financial Services,Mass Customer
3302,,1,Australia,,Compensation Analyst,Financial Services,Affluent Customer
3348,,0,Australia,,Pharmacist,Health,High Net Worth
3457,,0,Australia,,NA,Manufacturing,Mass Customer
3462,,0,Australia,,Registered Nurse,Health,High Net Worth
3483,,1,Australia,,Senior Sales Associate,Health,High Net Worth
3486,,1,Australia,,Business Systems Development Analyst,Manufacturing,Mass Customer
3578,,0,Australia,,Staff Accountant IV,Property,Mass Customer
3606,,0,Australia,,Graphic Designer,n/a,High Net Worth
3666,,1,Australia,,Statistician II,Health,High Net Worth
3683,,0,Australia,,Chief Design Engineer,n/a,Mass Customer
3690,,0,Australia,,Chemical Engineer,Manufacturing,Mass Customer
3719,,0,Australia,,Sales Representative,Retail,Mass Customer
3764,,0,Australia,,Cost Accountant,Financial Services,Mass Customer
3789,,1,Australia,,Civil Engineer,Manufacturing,Mass Customer
3793,,0,Australia,,Engineer IV,n/a,Affluent Customer
3795,,1,Australia,,Systems Administrator III,Agriculture,High Net Worth
3817,,1,Australia,,VP Product Management,Manufacturing,High Net Worth
3872,,0,Australia,,Sales Representative,Retail,High Net Worth
3956,,1,Australia,,Administrative Assistant III,Retail,Mass Customer
3964,,0,Australia,,Sales Associate,Manufacturing,High Net Worth
33,,1,Australia,,Product Engineer,n/a,Affluent Customer
84,,1,Australia,,Accountant III,n/a,Mass Customer
85,,1,Australia,,Analyst Programmer,n/a,Mass Customer
121,,1,Australia,,Graphic Designer,Manufacturing,Mass Customer
143,,1,Australia,,Operator,Agriculture,Mass Customer
154,,0,Australia,,Junior Executive,n/a,Mass Customer
169,,1,Australia,,Data Coordiator,Telecommunications,High Net Worth
209,,1,Australia,,Analog Circuit Design manager,n/a,Affluent Customer
214,,1,Australia,,Food Chemist,Health,Mass Customer
311,,0,Australia,,Internal Auditor,Health,High Net Worth
312,,1,Australia,,Desktop Support Technician,Financial Services,Affluent Customer
315,,0,Australia,,Chief Design Engineer,Manufacturing,Affluent Customer
338,,0,Australia,,NA,Health,Mass Customer
343,,0,Australia,,Recruiter,Property,Affluent Customer
413,,1,Australia,,VP Quality Control,n/a,High Net Worth
436,,1,Australia,,Internal Auditor,IT,Mass Customer
464,,0,Australia,,NA,n/a,Mass Customer
516,,1,Australia,,Environmental Tech,Financial Services,Mass Customer
556,,0,Australia,,Junior Executive,n/a,Mass Customer
568,,1,Australia,,VP Sales,Manufacturing,Mass Customer
571,,0,Australia,,Assistant Media Planner,Entertainment,Mass Customer
610,,1,Australia,,Help Desk Technician,Financial Services,Mass Customer
828,,0,Australia,,NA,Health,Mass Customer
1350,,1,Australia,,Staff Scientist,Retail,Mass Customer
1383,,0,Australia,,Software Consultant,IT,Affluent Customer
1385,,0,Australia,,Cost Accountant,Financial Services,Mass Customer
1395,,0,Australia,,VP Product Management,n/a,High Net Worth
1404,,1,Australia,,Chemical Engineer,Manufacturing,Mass Customer
1405,,0,Australia,,VP Product Management,Manufacturing,High Net Worth
1469,,1,Australia,,Financial Advisor,Financial Services,Affluent Customer
1506,,1,Australia,,NA,Property,Mass Customer
1572,,1,Australia,,Recruiting Manager,Financial Services,High Net Worth
1677,,0,Australia,,Editor,Health,Affluent Customer
1699,,1,Australia,,Nuclear Power Engineer,Manufacturing,Mass Customer
1874,,1,Australia,,NA,Agriculture,High Net Worth
1881,,1,Australia,,Quality Control Specialist,n/a,Affluent Customer
1926,,1,Australia,,Senior Cost Accountant,Financial Services,High Net Worth
2041,,1,Australia,,VP Accounting,Financial Services,Mass Customer
2089,,1,Australia,,Safety Technician I,Financial Services,High Net Worth
2126,,1,Australia,,Product Engineer,Health,Mass Customer
2293,,0,Australia,,Financial Advisor,Financial Services,Affluent Customer
2329,,0,Australia,,Computer Systems Analyst II,IT,Affluent Customer
2348,,0,Australia,,Web Designer IV,Manufacturing,Mass Customer
2402,,0,Australia,,Cost Accountant,Financial Services,Mass Customer
2405,,0,Australia,,Structural Analysis Engineer,n/a,Mass Customer
2442,,1,Australia,,Social Worker,Health,Affluent Customer
2470,,1,Australia,,NA,Agriculture,Mass Customer
2500,,0,Australia,,Senior Developer,Property,High Net Worth
2614,,1,Australia,,NA,Retail,High Net Worth
2652,,1,Australia,,Biostatistician II,n/a,Affluent Customer
2807,,0,Australia,,Senior Editor,Manufacturing,Mass Customer
2870,,1,Australia,,NA,n/a,Mass Customer
3038,,0,Australia,,Senior Developer,n/a,High Net Worth
3154,,0,Australia,,Desktop Support Technician,Telecommunications,Mass Customer
3242,,0,Australia,,General Manager,Manufacturing,Affluent Customer
3440,,0,Australia,,Senior Sales Associate,Manufacturing,Mass Customer
3517,,0,Australia,,Accounting Assistant IV,n/a,Mass Customer
3581,,0,Australia,,NA,n/a,Mass Customer
3637,,1,Australia,,NA,Manufacturing,Affluent Customer
3712,,0,Australia,,Recruiting Manager,Financial Services,Mass Customer
3848,,1,Australia,,Structural Engineer,n/a,High Net Worth
3976,,0,Australia,,Internal Auditor,n/a,Affluent Customer
195,,0,Australia,,Project Manager,Manufacturing,Mass Customer
205,,1,Australia,,Administrative Assistant II,Financial Services,Mass Customer
294,,1,Australia,,Recruiting Manager,n/a,High Net Worth
297,,0,Australia,,Electrical Engineer,Manufacturing,High Net Worth
330,,1,Australia,,Recruiting Manager,Manufacturing,High Net Worth
359,,0,Australia,,Legal Assistant,Manufacturing,Affluent Customer
418,,0,Australia,,NA,n/a,Mass Customer
420,,1,Australia,,Help Desk Operator,Entertainment,High Net Worth
495,,1,Australia,,VP Accounting,Financial Services,Mass Customer
536,,0,Australia,,Recruiting Manager,Manufacturing,Affluent Customer
687,,1,Australia,,Executive Secretary,Retail,High Net Worth
781,,1,Australia,,Legal Assistant,Manufacturing,Mass Customer
992,,0,Australia,,NA,Property,Mass Customer
1041,,1,Australia,,NA,Property,Affluent Customer
1095,,0,Australia,,Project Manager,Health,Mass Customer
1183,,1,Australia,,Media Manager II,n/a,Affluent Customer
1199,,1,Australia,,VP Accounting,Financial Services,Affluent Customer
1254,,1,Australia,,Graphic Designer,Retail,Mass Customer
1373,,0,Australia,,Director of Sales,Financial Services,Mass Customer
1433,,0,Australia,,Account Coordinator,IT,Mass Customer
1510,,1,Australia,,Actuary,Financial Services,Mass Customer
1608,,0,Australia,,Software Engineer III,n/a,Mass Customer
1731,,0,Australia,,Health Coach III,Health,High Net Worth
1742,,1,Australia,,Tax Accountant,n/a,High Net Worth
1750,,1,Australia,,Internal Auditor,Entertainment,Mass Customer
1767,,0,Australia,,Software Engineer IV,Manufacturing,Affluent Customer
1810,,1,Australia,,Geological Engineer,Manufacturing,High Net Worth
1849,,1,Australia,,NA,Retail,Mass Customer
1875,,1,Australia,,Staff Scientist,Retail,High Net Worth
1946,,1,Australia,,Systems Administrator III,n/a,Mass Customer
1974,,1,Australia,,Administrative Officer,n/a,Mass Customer
2060,,0,Australia,,Statistician II,Financial Services,Mass Customer
2194,,0,Australia,,Electrical Engineer,Manufacturing,Affluent Customer
2220,,1,Australia,,Legal Assistant,Financial Services,Mass Customer
2229,,0,Australia,,Cost Accountant,Financial Services,Affluent Customer
2253,,0,Australia,,Office Assistant I,Manufacturing,Affluent Customer
2339,,1,Australia,,Web Designer II,Property,Affluent Customer
2343,,1,Australia,,Nurse Practicioner,Agriculture,High Net Worth
2350,,0,Australia,,Nurse Practicioner,n/a,Mass Customer
2354,,0,Australia,,Product Engineer,Retail,Mass Customer
2358,,1,Australia,,Senior Sales Associate,Retail,High Net Worth
2376,,0,Australia,,Community Outreach Specialist,n/a,High Net Worth
2385,,1,Australia,,Dental Hygienist,Health,Mass Customer
2407,,0,Australia,,NA,Financial Services,High Net Worth
2441,,0,Australia,,NA,Property,High Net Worth
2538,,0,Australia,,NA,n/a,High Net Worth
2576,,0,Australia,,Associate Professor,Manufacturing,Mass Customer
2635,,1,Australia,,Nurse,Retail,Mass Customer
2656,,0,Australia,,Statistician III,n/a,Mass Customer
2667,,0,Australia,,Product Engineer,Manufacturing,Affluent Customer
2680,,0,Australia,,Financial Analyst,Financial Services,Mass Customer
2728,,0,Australia,,Physical Therapy Assistant,IT,High Net Worth
2735,,1,Australia,,Associate Professor,Financial Services,High Net Worth
2830,,1,Australia,,Computer Systems Analyst II,Manufacturing,High Net Worth
2890,,1,Australia,,Speech Pathologist,n/a,Affluent Customer
2984,,0,Australia,,Payment Adjustment Coordinator,Manufacturing,Mass Customer
3024,,1,Australia,,NA,Health,Mass Customer
3059,,1,Australia,,Accountant IV,n/a,Mass Customer
3080,,1,Australia,,Graphic Designer,Financial Services,High Net Worth
3109,,0,Australia,,Automation Specialist II,Health,Mass Customer
3121,,1,Australia,,Data Coordiator,Manufacturing,Mass Customer
3205,,1,Australia,,Account Executive,n/a,Mass Customer
3233,,1,Australia,,Tax Accountant,Financial Services,Mass Customer
3244,,0,Australia,,Systems Administrator I,Financial Services,Mass Customer
3245,,1,Australia,,Graphic Designer,IT,High Net Worth
3279,,1,Australia,,Staff Scientist,Financial Services,Mass Customer
3282,,0,Australia,,Clinical Specialist,Health,High Net Worth
3356,,1,Australia,,Safety Technician II,Financial Services,Mass Customer
3426,,1,Australia,,Assistant Media Planner,Entertainment,Mass Customer
3436,,0,Australia,,NA,Financial Services,Mass Customer
3548,,1,Australia,,NA,n/a,Affluent Customer
3717,,1,Australia,,Senior Financial Analyst,Financial Services,Mass Customer
3790,,1,Australia,,Senior Editor,Retail,Mass Customer
3822,,1,Australia,,NA,Manufacturing,High Net Worth
3835,,1,Australia,,Project Manager,n/a,Affluent Customer
3898,,1,Australia,,Registered Nurse,Health,Mass Customer
3916,,0,Australia,,NA,Retail,Affluent Customer
51,,1,Australia,,Computer Systems Analyst II,Retail,Mass Customer
61,,0,Australia,,Help Desk Operator,Property,High Net Worth
73,,0,Australia,,Teacher,n/a,Affluent Customer
