id,x,tx,T,predict
CS3775,23,1290,1323,5.269145106341789
CS3968,21,1276,1315,5.096236390776684
CS5136,20,1282,1312,5.008260751527076
CS5604,12,1037,1294,4.293126745529607
CS3076,19,1191,1317,4.910262697922168
CS2999,18,1237,1311,4.825831236845839
CS2075,15,1289,1320,4.540014996535399
CS1301,17,1246,1309,4.736369989233679
CS4873,13,1067,1303,4.375414758577731
CS2620,34,1256,1323,6.276397233107179
CS1975,26,1283,1293,5.585890581773741
CS3018,18,1103,1316,4.819767251885476
CS1249,22,1289,1303,5.203685940299029
CS3155,23,1196,1305,5.293046921994706
CS3747,15,1306,1321,4.538875460953805
CS3682,18,1197,1314,4.822191016195755
CS4381,24,1162,1281,5.417798850219444
CS3735,24,1150,1302,5.389104997535341
CS2652,19,1263,1296,4.936307939473393
CS3852,17,1313,1324,4.7185511017966135
CS5049,22,1194,1307,5.198443053758702
CS2134,17,1246,1319,4.724475815092495
CS2959,13,1270,1316,4.361119942872027
CS5655,20,1203,1307,5.014568237986172
CS2001,20,1260,1310,5.010781841049601
CS1477,16,1173,1316,4.636308328280099
CS1344,22,1284,1299,5.208939412935945
CS2484,16,1273,1305,4.649160698405266
CS3011,27,1303,1320,5.639663112087535
CS5012,23,1312,1325,5.266502667481297
CS4362,22,1161,1319,5.182777591706131
CS5484,17,1228,1298,4.749522944337761
CS1946,19,1276,1294,4.938802856194644
CS5311,17,1207,1309,4.736369989233679
CS1445,21,1307,1325,5.083457758940342
CS1258,20,1254,1295,5.029771223033131
CS2344,21,1283,1320,5.089839054311464
CS5268,21,1244,1293,5.124576780887471
CS2594,18,1292,1325,4.808890396128917
CS1311,14,1282,1301,4.469698845889247
CS6027,19,1298,1314,4.913966606905523
CS2537,15,1279,1301,4.5617754090721565
CS4133,22,1237,1296,5.212886483841517
CS5905,21,1193,1300,5.115525253880089
CS5197,14,1222,1323,4.445029729897333
CS1634,13,1159,1284,4.39647656128693
CS5236,16,1235,1323,4.628166480218326
CS2046,10,1278,1307,4.095194159123521
CS5652,19,1298,1309,4.920152221652437
CS2008,18,1298,1304,4.834346495794311
CS3332,15,1306,1307,4.55488119855485
CS3624,22,1244,1324,5.176278146580571
CS3045,15,1280,1286,4.57910258833775
CS3003,15,980,1293,4.5710002198239295
CS5996,18,1314,1319,4.816136170415227
CS5815,24,1317,1325,5.358025121751771
CS3159,17,1292,1298,4.749522944337761
CS5441,18,1206,1288,4.853923244962121
CS2689,10,1297,1303,4.099324364670624
CS4254,19,1290,1325,4.900412850399392
CS1504,11,1213,1317,4.176611380050062
CS2349,17,1311,1325,4.717367941858433
CS5016,19,1265,1324,4.901641919710199
CS2747,16,1290,1309,4.644478873024305
CS1791,17,1307,1325,4.717367941858433
CS5756,26,1319,1324,5.542459782407733
CS3085,22,1265,1305,5.201063175767643
CS4396,14,1172,1303,4.467444889880102
CS1695,31,1297,1315,6.0137615953602905
CS2485,19,1238,1290,4.9438002632018465
CS6079,21,1244,1295,5.121987363398658
CS4664,15,1247,1312,4.549151921353069
CS1129,11,1280,1311,4.182917138964205
CS5289,27,1259,1322,5.636832731954484
CS5184,26,1286,1309,5.563390035118056
CS5238,25,1263,1315,5.463246472610134
CS3164,28,1255,1289,5.7762564677743695
CS4804,22,1293,1316,5.186685099096234
CS2470,14,1283,1285,4.487812703200777
CS5226,26,1279,1295,5.583068065226271
CS3264,15,1231,1295,4.5686905212055215
CS3469,21,1298,1305,5.109079429540583
CS3020,20,1305,1321,4.99694717172758
CS2060,17,1285,1325,4.717367941858433
CS1454,15,1243,1319,4.541155104447046
CS5992,16,1232,1304,4.650332629957343
CS3373,20,1288,1309,5.012043337861808
CS1161,20,1226,1288,5.038682277348076
CS1451,20,1232,1301,5.022158224986721
CS2140,25,1276,1288,5.500579858312962
CS3986,17,1285,1311,4.733986365719896
CS4189,22,1189,1302,5.204998314760223
CS3414,26,1308,1312,5.559191347735871
CS1326,23,1242,1306,5.291713355916794
CS1485,22,1265,1287,5.2247636690216135
CS1467,17,1140,1283,4.767576967860977
CS5101,16,1272,1325,4.6258454875879575
CS4745,18,1193,1313,4.823403812727656
CS3274,23,1291,1305,5.293046921994706
CS3377,21,1251,1318,5.092396060581637
CS2119,22,1301,1323,5.177576731181287
CS4484,20,1286,1298,5.025961841093709
CS5801,20,1183,1287,5.039957863290663
CS1568,18,1294,1310,4.8270458653538455
CS2512,23,1303,1320,5.273113740236829
CS5488,22,1223,1292,5.21815855945304
CS2307,15,937,1310,4.5514419018102155
CS1935,19,1188,1320,4.90656436838611
CS1645,18,1153,1321,4.813718487418073
CS2703,21,1218,1298,5.11810814001236
CS1630,17,1180,1300,4.747126067090872
CS1187,20,1246,1323,4.994439980860304
CS4670,28,1283,1325,5.724114938833668
CS5023,18,1287,1320,4.814927025423432
CS1365,17,1308,1323,4.719734855378818
CS3674,16,1160,1289,4.667982771507589
CS4884,16,1180,1297,4.658552723204888
CS5079,21,1217,1288,5.131061793541057
CS1272,17,1142,1304,4.742339562875826
CS2799,15,1218,1308,4.553734188917778
CS4935,20,1285,1313,5.007001157858985
CS3073,24,1323,1323,5.360713481502283
CS2761,14,1259,1297,4.474213587918089
CS5539,16,1177,1314,4.638639834776206
CS5813,22,1276,1321,5.180175856037084
CS5921,18,1171,1319,4.816136170415227
CS1933,21,1251,1296,5.120693635718802
CS1699,15,1270,1295,4.5686905212055215
CS2623,21,1180,1323,5.086008356020801
CS1313,26,1091,1290,5.590129711611624
CS5008,14,964,1324,4.443914874926243
CS1751,20,1295,1318,5.000712681338043
CS1212,16,1222,1305,4.649160698405266
CS3457,12,1255,1322,4.262962438600652
CS3392,15,1270,1298,4.5652303465004636
CS6096,18,1307,1317,4.818556283188153
CS3906,17,1305,1323,4.719734855378818
CS1571,17,1274,1304,4.742339562875826
CS4628,15,1306,1312,4.549151921353069
CS1567,17,1176,1319,4.724475815092495
CS2538,20,1146,1292,5.033586383924926
CS1705,20,1310,1313,5.007001157858985
CS3637,22,1272,1306,5.199752784697537
CS5854,15,1105,1316,4.544578866477407
CS1611,22,1122,1305,5.201063175767643
CS1957,21,1249,1301,5.114234788169633
CS4453,17,1209,1307,4.738756014327376
CS6037,27,1172,1313,5.649591865818631
CS6109,16,966,1301,4.653851972255068
CS4651,16,1299,1317,4.63514345372013
CS2577,16,1230,1321,4.630489803108557
CS4768,24,1245,1321,5.363404540346593
CS1827,21,1293,1314,5.097517788325068
CS3174,21,1292,1311,5.10136585022368
CS4429,18,1257,1287,4.855152057559711
CS2834,21,1231,1318,5.092396060581637
CS3948,26,1248,1299,5.57743158069426
CS2842,20,1254,1299,5.024693329056788
CS2267,15,1190,1323,4.536598105057828
CS3546,15,1292,1298,4.5652303465004636
CS3064,21,998,1304,5.110367294549762
CS6078,16,1290,1317,4.63514345372013
CS2608,14,1252,1311,4.458451752342051
CS3429,21,1244,1316,5.094955637293551
CS3938,14,1084,1286,4.486676286955703
CS4579,21,1241,1306,5.1077922134782705
CS1387,17,1272,1324,4.7185511017966135
CS4766,20,1227,1314,5.005742197615298
CS5219,18,1247,1297,4.842891858491687
CS1938,20,1271,1314,5.005742197615298
CS3005,21,1287,1323,5.086008356020801
CS2871,28,1241,1311,5.744279948105295
CS2049,21,1263,1312,5.100082517561879
CS4629,18,1307,1312,4.824617219457479
CS3548,16,1203,1302,4.652678266434881
CS2826,17,1234,1301,4.7459285354379785
CS1406,24,1222,1321,5.363404540346593
CS3072,16,1278,1290,4.66680192816908
CS1237,23,1177,1302,5.297051656147778
CS1574,15,1286,1314,4.5468642440664375
CS3100,15,1250,1320,4.540014996535399
CS1247,25,1237,1285,5.504759532469421
CS5476,22,1305,1312,5.191904283596675
CS3597,19,1211,1321,4.905332829572827
CS4503,21,1260,1295,5.121987363398658
CS1424,22,1189,1281,5.232711906336756
CS2257,22,1308,1312,5.191904283596675
CS2004,18,1256,1304,4.834346495794311
CS3466,18,1189,1289,4.852695054218722
CS4245,23,1235,1293,5.309102301241978
CS5947,20,1247,1323,4.994439980860304
CS1610,15,1241,1323,4.536598105057828
CS5087,11,1158,1284,4.211530293320076
CS1203,19,1162,1295,4.937555082667616
CS5133,16,1109,1322,4.629327850161686
CS3831,18,1317,1321,4.813718487418073
CS3080,21,1319,1322,5.087284614612955
CS5679,16,1238,1304,4.650332629957343
CS4683,14,1224,1282,4.491225408634533
CS4337,18,1217,1319,4.816136170415227
CS3374,16,1193,1320,4.6316523394980775
CS5335,21,1197,1290,5.128465819890354
CS3465,18,1127,1314,4.822191016195755
CS5438,20,1244,1284,5.043788499170908
CS4930,18,1260,1282,4.861305464911409
CS4896,19,1198,1287,4.9475549604251885
CS2924,19,1150,1305,4.925111937086457
CS5310,11,1279,1317,4.176611380050062
CS4408,12,1154,1313,4.272611777333658
CS1947,19,1300,1313,4.915202485293326
CS1221,18,1215,1303,4.835565415089563
CS3227,20,1260,1291,5.034859390707423
CS1393,18,1272,1296,4.84411509135068
CS2813,22,1307,1307,5.198443053758702
CS3849,19,1185,1322,4.904101908832451
CS1815,12,1256,1315,4.270463706651409
CS2560,15,1268,1318,4.542295785120048
CS6020,21,1276,1314,5.097517788325068
CS1540,17,1275,1297,4.750722290848289
CS2043,19,1209,1291,4.942549963557351
CS1743,16,1207,1300,4.655026270393563
CS1956,15,1176,1302,4.560624925047322
CS2870,22,1266,1295,5.214203503764178
CS1661,28,1271,1294,5.768957855621099
CS3635,19,1168,1313,4.915202485293326
CS1653,25,1271,1313,5.465994520687309
CS4834,13,1016,1317,4.36002420951809
CS4195,22,1209,1310,5.194517816745347
CS5210,16,1256,1323,4.628166480218326
CS4305,12,1215,1293,4.294211939292165
CS5349,16,1073,1305,4.649160698405266
CS1905,22,1279,1307,5.198443053758702
CS5937,25,1297,1314,5.464620151164153
CS4673,18,1041,1319,4.816136170415227
CS1481,12,927,1300,4.286627083604347
CS2258,17,1220,1310,4.735177877505971
CS5216,10,1302,1322,4.079779732820136
CS4374,22,1225,1320,5.181476397274144
CS3030,21,1064,1287,5.132360766156143
CS3413,10,1232,1281,4.122190243040619
CS3304,23,1221,1320,5.273113740236829
CS3557,21,1317,1318,5.092396060581637
CS4713,22,1221,1302,5.204998314760223
CS1475,16,1281,1317,4.63514345372013
CS2017,19,1230,1324,4.901641919710199
CS4781,12,1314,1322,4.262962438600652
CS4820,18,1314,1317,4.818556283188153
CS3721,25,1262,1304,5.4783950262236925
CS3035,19,1246,1296,4.936307939473393
CS5325,23,1290,1310,5.2863858045932295
CS6004,17,1312,1323,4.719734855378818
CS3289,24,1293,1294,5.400000078098238
CS3561,25,1310,1315,5.463246472610134
CS5990,28,1258,1323,5.7269869821442505
CS3978,16,1287,1319,4.632815459769773
CS4077,23,1298,1320,5.273113740236829
CS5754,21,1216,1298,5.11810814001236
CS4082,18,1319,1320,4.814927025423432
CS5625,17,1279,1307,4.738756014327376
CS3730,14,1281,1307,4.462943790668584
CS4734,17,1240,1314,4.730415425485982
CS5402,19,1181,1310,4.918913853201725
CS2988,19,1127,1300,4.931325660485481
CS3160,15,1251,1293,4.5710002198239295
CS2223,24,1287,1300,5.391824643972007
CS2424,18,1207,1311,4.825831236845839
CS5629,25,1225,1305,5.477014414448824
CS3253,18,1312,1315,4.8209788294015965
CS3844,21,1272,1291,5.127168817857496
CS2155,14,1284,1295,4.476474380839997
CS2807,17,1228,1312,4.732795453422673
CS1682,14,1262,1313,4.456209122464989
CS2097,12,1253,1323,4.261892979576344
CS5783,21,1263,1289,5.129763478285416
CS5907,24,1244,1321,5.363404540346593
CS1124,16,1136,1283,4.675080399774719
CS2077,9,1277,1306,4.004265358847067
CS4877,14,1264,1319,4.449494749124317
CS4721,22,1250,1298,5.210254438931003
CS4363,21,1242,1307,5.106505645872431
CS5512,12,1205,1320,4.265102967647356
CS4821,13,1146,1306,4.372107643724143
CS5711,21,1270,1312,5.100082517561879
CS4147,23,1281,1311,5.285055592475574
CS2752,17,1246,1284,4.766369097220633
CS1670,15,1307,1313,4.548007795030661
CS1566,20,1205,1320,4.9982017113487975
CS3165,29,1278,1318,5.825863094530406
CS4663,13,1240,1310,4.3677059261144615
CS1537,18,1230,1286,4.856381492483899
CS3212,20,1270,1314,5.005742197615298
CS2059,24,1268,1306,5.383673927136063
CS5548,11,1237,1283,4.21259755934343
CS5125,18,1307,1323,4.811303230539316
CS2472,17,1297,1315,4.729226308943229
CS2687,26,1173,1292,5.58730291050927
CS2269,21,1278,1282,5.138865507119065
CS3584,18,1198,1295,4.845338942302092
CS1681,20,1282,1320,4.9982017113487975
CS5459,15,1152,1297,4.566383155561487
CS4932,25,1206,1288,5.500579858312962
CS5355,13,1245,1285,4.395362991449082
CS4331,17,1064,1282,4.768785450842184
CS4257,18,1293,1310,4.8270458653538455
CS2413,13,1097,1292,4.387583769576519
CS5961,18,853,1320,4.814927025423431
CS4775,15,1176,1315,4.545721268026505
CS2212,16,1247,1287,4.67034625182876
CS3889,20,1208,1305,5.017095683313522
CS2655,24,1302,1303,5.387746202903764
CS2438,20,1205,1304,5.018360361631274
CS5660,14,1110,1310,4.459573913962337
CS2554,10,1284,1315,4.086958665734682
CS3647,16,1046,1319,4.632815459769773
CS1927,18,1286,1322,4.812510555942193
CS3606,13,1253,1315,4.36221622710978
CS5741,22,1291,1295,5.214203503764178
CS2415,23,1277,1286,5.318512999394139
CS4478,15,1304,1306,4.55602878616267
CS5204,19,1306,1306,4.923871071039735
CS2012,10,1263,1297,4.105535317344484
CS2550,9,1262,1316,3.9942020956612554
CS3690,17,1148,1325,4.717367941858433
CS1772,16,1234,1304,4.650332629957343
CS5857,11,1286,1324,4.169278648055862
CS1381,21,1005,1319,5.091117236383399
CS3646,20,1290,1320,4.9982017113487975
CS4655,16,1227,1325,4.6258454875879575
CS5695,21,1176,1308,5.105219726233201
CS5251,21,1085,1312,5.100082517561879
CS4793,24,1274,1295,5.3986357844952275
CS1217,19,1317,1319,4.907796525737947
CS3988,19,1300,1314,4.913966606905523
CS1395,19,1201,1322,4.904101908832451
CS4198,16,1120,1319,4.632815459769773
CS3126,19,1221,1302,4.928838290597551
CS4778,17,1283,1316,4.728037790082786
CS3670,16,1238,1282,4.676265436772967
CS4311,21,1261,1305,5.109079429540583
CS4416,19,1273,1294,4.938802856194644
CS3810,13,1180,1317,4.36002420951809
CS3386,19,1225,1323,4.902871605699811
CS5069,22,1271,1301,5.206311351352543
CS1414,19,1232,1310,4.918913853201725
CS1511,15,1259,1315,4.545721268026505
CS2847,20,1294,1315,5.004483870318326
CS5409,15,1201,1307,4.55488119855485
CS3050,19,1289,1314,4.913966606905523
CS1309,10,1200,1321,4.0808037501800225
CS2769,26,1242,1319,5.549419012997017
CS5720,19,1241,1311,4.917676107971779
CS3286,17,1295,1297,4.750722290848289
CS5733,16,1269,1289,4.667982771507589
CS2743,19,1260,1310,4.918913853201725
CS2686,20,1135,1286,5.041234095247998
CS3558,17,1101,1320,4.723289682460757
CS4853,18,1291,1296,4.84411509135068
CS2805,16,1282,1314,4.638639834776206
CS3719,16,1315,1317,4.63514345372013
CS4996,23,1274,1307,5.290380461644962
CS1934,15,1153,1288,4.576784696383187
CS2547,15,1230,1283,4.582583831688463
CS4800,21,1267,1307,5.106505645872431
CS2206,14,1188,1325,4.442800579047004
CS4718,18,1252,1312,4.824617219457479
CS6031,24,1262,1297,5.3959092643520865
CS2291,17,1208,1284,4.766369097220633
CS2784,23,1311,1322,5.27046732039347
CS2881,25,1203,1306,5.475634498355328
CS2107,12,1289,1313,4.272611777333658
CS4253,9,1245,1310,4.000233974722946
CS1172,17,1140,1323,4.719734855378818
CS1118,13,1300,1323,4.353461354736837
CS1394,25,1236,1299,5.485308538754686
CS5713,19,1169,1297,4.935061426135092
CS2271,18,1234,1302,4.8367849492099975
CS2428,19,1187,1321,4.905332829572827
CS3686,18,1258,1322,4.812510555942193
CS2732,15,1294,1308,4.553734188917778
CS3134,18,1241,1307,4.830693422213646
CS4738,16,1200,1283,4.675080399774719
CS2821,25,1241,1323,5.452281856662772
CS2419,20,1291,1324,4.99318732866699
CS2051,19,1282,1304,4.9263534287128
CS2232,21,1169,1290,5.128465819890354
CS2199,26,1289,1300,5.576024237366615
CS3804,20,1149,1313,5.007001157858985
CS2198,23,1293,1299,5.301062454875525
CS3633,16,1302,1320,4.6316523394980775
CS5882,22,1246,1324,5.176278146580571
CS5464,20,1239,1293,5.0323140207102135
CS5279,11,1183,1308,4.186077164040821
CS1137,18,1294,1316,4.819767251885476
CS4570,24,1267,1304,5.386388093305209
CS2208,25,1239,1323,5.452281856662772
CS4586,17,1022,1284,4.766369097220633
CS4931,26,1291,1314,5.556395741873921
CS1912,21,1243,1293,5.124576780887471
CS5614,18,1314,1316,4.819767251885476
CS1117,16,1139,1321,4.630489803108557
CS3560,17,1278,1296,4.751922243227968
CS2211,10,1236,1321,4.0808037501800225
CS5566,24,1225,1301,5.390464477718364
CS5685,25,1277,1297,5.4880788319954945
CS1906,26,1156,1301,5.574617604084189
CS4564,21,1080,1312,5.100082517561879
CS2073,19,1151,1297,4.935061426135092
CS1446,11,1132,1291,4.204074546356758
CS4205,12,1206,1302,4.284464900884644
CS2819,17,1281,1310,4.735177877505971
CS5393,15,1190,1321,4.538875460953805
CS3722,11,1226,1319,4.17451368315614
CS1421,25,1314,1316,5.461873484504301
CS2907,26,1296,1315,5.554998993068495
CS2793,18,1298,1309,4.828261105443055
CS5519,24,1143,1282,5.416425549326708
CS3190,21,1272,1299,5.116816370996369
CS5166,25,1276,1296,5.48946502820964
CS5011,19,1288,1292,4.941300296160875
CS4569,18,1284,1303,4.835565415089563
CS2858,21,1202,1313,5.098799830424646
CS1582,25,1278,1318,5.459129577556022
CS5787,25,1266,1296,5.48946502820964
CS5256,18,1251,1322,4.812510555942193
CS1941,13,1203,1287,4.39313754323233
CS5599,16,1232,1310,4.64330988965809
CS1254,19,1275,1322,4.904101908832451
CS3763,12,1208,1317,4.268317794784073
CS5088,20,1316,1325,4.9919353046698625
CS5221,20,1282,1321,4.99694717172758
CS4094,17,1131,1284,4.766369097220633
CS2385,16,1215,1299,4.6562011612984735
CS3249,26,1238,1317,5.552207601060242
CS3532,13,1118,1301,4.377622282706328
CS4237,19,1175,1307,4.922630830099903
CS2640,16,1229,1299,4.6562011612984735
CS5892,15,1310,1320,4.540014996535399
CS5513,24,1144,1306,5.383673927136063
CS1297,10,1303,1317,4.084904965316047
CS4134,16,1258,1298,4.657376645419115
CS5663,22,1204,1321,5.180175856037084
CS1790,17,1201,1306,4.739949928601208
CS3875,21,1271,1304,5.110367294549762
CS5086,20,1266,1281,5.0476249624540666
CS4838,15,1239,1304,4.558325697038857
CS5324,9,1072,1293,4.0174236587603875
CS2034,20,1187,1312,5.008260751527076
CS2788,16,1265,1292,4.6644420328686955
CS1274,15,1257,1300,4.562926473696259
CS2838,17,1141,1316,4.728037790082786
CS1270,23,1160,1324,5.267823555537367
CS3947,21,1237,1313,5.098799830424646
CS2582,26,1305,1308,5.5647910073293865
CS4211,19,1117,1321,4.905332829572827
CS3922,9,1027,1295,4.015393679012383
CS1287,19,1168,1283,4.952570104033491
CS6034,21,1301,1325,5.083457758940342
CS5416,19,1277,1314,4.913966606905523
CS4191,14,1269,1323,4.445029729897333
CS4870,17,1300,1310,4.735177877505971
CS5731,15,1276,1297,4.566383155561487
CS3342,16,1234,1285,4.672712126704172
CS2360,11,1266,1315,4.178711186193046
CS2085,24,1212,1310,5.378253792441103
CS4826,20,1286,1296,5.028500787596096
CS2029,16,1257,1319,4.632815459769773
CS3416,15,1041,1283,4.582583831688463
CS5495,20,1174,1297,5.027230993778493
CS4359,20,1231,1298,5.025961841093709
CS3863,21,1189,1286,5.133660396630036
CS5475,19,1280,1317,4.910262697922168
CS4100,15,1234,1298,4.5652303465004636
CS1456,19,1165,1294,4.938802856194644
CS2536,22,1204,1316,5.186685099096234
CS5988,21,1205,1282,5.138865507119065
CS1804,17,1302,1316,4.728037790082786
CS1788,23,1234,1313,5.282397175555978
CS1845,12,1154,1318,4.267245647389248
CS2030,22,1286,1309,5.195825570280557
CS5375,28,1234,1286,5.780644506304362
CS4561,24,1307,1309,5.37960780269931
CS1583,23,1296,1296,5.3050793319642215
CS4157,21,1182,1313,5.098799830424646
CS3572,18,1174,1323,4.811303230539316
CS3601,10,1275,1301,4.101392593157588
CS2908,14,1266,1287,4.485540446097807
CS6059,21,1262,1322,5.087284614612955
CS5656,22,1286,1286,5.226086698012086
CS5448,27,1269,1307,5.658130093190011
CS5494,17,1182,1318,4.725662543607248
CS2665,15,1304,1308,4.553734188917778
CS5825,12,1135,1301,4.285545719523416
CS1281,21,1252,1313,5.098799830424646
CS4783,16,1240,1321,4.630489803108557
CS5554,12,1298,1318,4.267245647389248
CS5148,25,1314,1320,5.456388426162178
CS2669,27,1277,1281,5.695429266043463
CS4001,28,1308,1310,5.745725743832607
CS5080,17,1106,1315,4.729226308943229
CS3296,22,1226,1292,5.21815855945304
CS4654,26,1226,1322,5.545241379064227
CS4950,10,1110,1317,4.084904965316047
CS4992,19,1303,1305,4.925111937086457
CS6080,14,1288,1301,4.469698845889247
CS4201,15,1247,1313,4.548007795030661
CS4089,16,1298,1317,4.63514345372013
CS4483,25,1292,1313,5.465994520687309
CS4995,19,1269,1312,4.916438985492274
CS4679,18,1282,1298,4.841669243256413
CS4272,18,1306,1312,4.824617219457479
CS1486,17,1240,1322,4.720919203051933
CS1205,14,1286,1322,4.446145144381164
CS5468,21,1273,1284,5.1362616331543345
CS4970,20,1276,1305,5.017095683313522
CS4494,12,1063,1307,4.279068974896056
CS3194,20,1225,1323,4.994439980860304
CS1443,22,1190,1292,5.21815855945304
CS3119,20,1301,1305,5.017095683313522
CS3243,17,1304,1312,4.732795453422673
CS6103,24,1311,1322,5.3620586732837205
CS3337,24,1217,1311,5.376900463601509
CS3662,20,1243,1312,5.008260751527076
CS1374,18,1214,1303,4.835565415089563
CS3276,21,1269,1302,5.112944973372668
CS5038,20,1263,1303,5.019625677694303
CS2902,27,1249,1283,5.692542648723541
CS1918,12,1248,1323,4.261892979576344
CS5120,14,1221,1322,4.446145144381164
CS5077,18,1313,1321,4.813718487418073
CS3397,18,1260,1318,4.817345922850842
CS2832,20,1236,1318,5.000712681338043
CS4578,16,1083,1292,4.6644420328686955
CS3364,13,1269,1309,4.368805524396173
CS1755,16,1280,1291,4.665621682107132
CS4068,15,1216,1306,4.55602878616267
CS3856,13,1185,1295,4.384258240474474
CS1225,14,1208,1311,4.458451752342051
CS4295,21,1211,1301,5.114234788169633
CS4911,14,1253,1308,4.4618199326985355
CS5609,19,1269,1291,4.942549963557351
CS5861,14,1173,1305,4.465193205951142
CS1182,23,1259,1286,5.318512999394139
CS3434,20,1180,1285,5.042510973710953
CS1548,19,1271,1298,4.933815542175061
CS3049,19,1053,1281,4.955081490512721
CS5489,24,1287,1313,5.374195848121644
CS3166,22,1304,1309,5.195825570280557
CS4351,18,1213,1299,4.840447245177631
CS3833,18,1225,1317,4.818556283188153
CS3362,29,1264,1312,5.834656645840267
CS2653,21,1300,1317,5.093675527390191
CS3943,20,1221,1311,5.00952097909773
CS4197,25,1265,1288,5.500579858312962
CS3406,20,1277,1323,4.994439980860304
CS4600,18,1253,1281,4.862538018571378
CS5578,21,1308,1317,5.093675527390191
CS6018,14,1253,1281,4.4923641308060045
CS1687,20,1265,1298,5.025961841093709
CS2790,18,1277,1323,4.811303230539316
CS1768,24,1297,1317,5.368794771592223
CS5405,21,1286,1311,5.10136585022368
CS5637,18,1267,1306,4.831910499820473
CS4049,21,1289,1313,5.098799830424646
CS5361,21,1196,1308,5.105219726233201
CS3805,34,1299,1319,6.2827018555787735
CS4941,20,1225,1314,5.005742197615298
CS1199,19,1233,1282,4.953825478980625
CS5046,21,1252,1285,5.134960685462638
CS5032,20,1193,1316,5.00322617549086
CS5214,16,1194,1291,4.665621682107132
CS6045,15,844,1295,4.568690521205521
CS5421,13,1283,1295,4.384258240474474
CS3142,17,1296,1299,4.748324203238054
